ms.zoning,lot.frontage,lot.area,street,alley,lot.shape,land.contour,lot.config,land.slope,neighborhood,condition.1,condition.2,bldg.type,house.style,overall.qual,overall.cond,year.built,year.remod.add,roof.style,roof.matl,exterior.1st,exterior.2nd,mas.vnr.type,mas.vnr.area,exter.qual,exter.cond,foundation,bsmt.qual,bsmt.cond,bsmt.exposure,bsmtfin.type.1,bsmtfin.sf.1,bsmtfin.type.2,bsmtfin.sf.2,bsmt.unf.sf,total.bsmt.sf,heating,heating.qc,central.air,electrical,x1st.flr.sf,x2nd.flr.sf,low.qual.fin.sf,gr.liv.area,bsmt.full.bath,bsmt.half.bath,full.bath,half.bath,bedroom.abvgr,kitchen.abvgr,kitchen.qual,totrms.abvgrd,functional,fireplaces,fireplace.qu,garage.type,garage.yr.blt,garage.finish,garage.cars,garage.area,garage.qual,garage.cond,paved.drive,wood.deck.sf,open.porch.sf,enclosed.porch,x3ssn.porch,screen.porch,pool.area,pool.qc,fence,misc.feature,mo.sold,yr.sold,sale.type,sale.condition,saleprice,ln.lot.frontage,ln.lot.area,house.age,yrs.since.remod,has.2nd.floor
FV,75,9000,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,1088,GasA,Ex,Y,SB,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,A,2006,RFn,3,1025,TA,TA,Y,208,46,0,0,0,0,No Pool,No Fence,No Feature,12,2007,Warranty Deed,Normal,270000,4.31748811353631,9.104979856318357,1,1,1
FV,75,9000,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,Y,SB,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BI,2007,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,No Pool,No Fence,No Feature,8,2007,New,Normal,303477,4.31748811353631,9.104979856318357,0,0,1
FV,84,11096,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SB,1656,0,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,No Fireplace,A,2006,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,249700,4.430816798843313,9.314339961994667,1,1,0
FV,84,10207,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,874,874,GasA,Ex,Y,SB,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,No Fireplace,A,2007,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,No Pool,No Fence,No Feature,8,2007,New,Normal,227875,4.430816798843313,9.230829038403499,0,0,1
FV,85,10625,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SB,1158,1285,0,2443,0,0,2,1,4,1,Gd,9,Min2,1,Gd,BI,2004,RFn,3,744,TA,TA,Y,193,127,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,265000,4.442651256490317,9.270964993792617,3,3,1
RL,63,7500,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No Exposure,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SB,1143,0,0,1143,0,0,1,1,3,1,Gd,5,Typ,0,No Fireplace,None,0,None,0,0,None,None,Y,0,55,0,0,0,0,No Pool,No Fence,No Feature,10,2007,Warranty Deed,Normal,147000,4.143134726391533,8.922658299524402,1,1,0
RL,60,12450,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,729,Unf,0,365,1094,GasA,Ex,Y,SB,1094,0,0,1094,1,0,1,0,3,1,Gd,6,Typ,0,No Fireplace,D,2004,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,5,2007,Warranty Deed,Normal,149000,4.0943445622221,9.429475901892854,4,3,0
RL,65,7441,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1461,1461,GasA,Ex,Y,SB,1486,0,0,1486,0,0,2,0,3,1,Gd,7,Typ,0,No Fireplace,A,2006,RFn,2,566,TA,TA,Y,0,32,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,181000,4.174387269895637,8.914760527397261,1,1,0
RL,70,8462,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105,Gd,Gd,PConc,Gd,Gd,No Exposure,GLQ,814,Unf,0,114,928,GasA,Ex,Y,SB,936,785,0,1721,0,1,2,1,3,1,Gd,7,Typ,0,No Fireplace,A,1994,RFn,2,471,TA,TA,Y,300,87,0,0,0,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,201000,4.248495242049359,9.043340831280013,13,13,1
RL,65,8450,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1349,1349,GasA,Ex,Y,SB,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,No Fireplace,A,2000,Unf,2,539,TA,TA,Y,120,55,0,0,0,0,No Pool,GdPrv,No Feature,12,2007,Warranty Deed,Normal,179000,4.174387269895637,9.041921720351219,7,6,0
RL,50,8012,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,430,Unf,0,1145,1575,GasA,Gd,Y,SB,1575,0,0,1575,1,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,A,1992,RFn,2,529,TA,TA,Y,0,0,52,0,0,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,179200,3.912023005428146,8.988695696785708,15,15,0
RL,50,8012,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No Exposure,Unf,0,Unf,0,630,630,GasA,Ex,Y,SB,630,636,0,1266,0,0,1,1,2,1,TA,5,Typ,2,TA,A,1980,RFn,1,283,TA,TA,Y,340,0,0,0,0,0,No Pool,MnPrv,No Feature,7,2007,Warranty Deed,Normal,128000,3.912023005428146,8.988695696785708,27,27,1
RL,67,9180,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SB,884,0,0,884,1,0,1,0,2,1,Gd,5,Typ,0,No Fireplace,A,1983,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,No Pool,MnPrv,No Feature,12,2007,Warranty Deed,Normal,144000,4.204692619390966,9.124782483614537,24,24,0
RH,60,8400,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,GasA,TA,Y,SB,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,D,1977,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,10,2007,Warranty Deed,Normal,144000,4.0943445622221,9.035986984831405,30,30,0
RL,64,6285,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No Exposure,LwQ,138,Rec,351,405,894,GasA,TA,Y,SB,894,0,0,894,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,D,1979,Unf,1,308,TA,TA,Y,192,0,0,0,0,0,No Pool,No Fence,No Feature,3,2007,Warranty Deed,Normal,120750,4.1588830833596715,8.745921121024347,30,30,0
RL,80,8480,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No Exposure,GLQ,630,Unf,0,340,970,GasA,TA,Y,SB,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,D,1996,Unf,2,624,TA,TA,Y,0,24,0,0,192,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,132500,4.382026634673881,9.045465728785949,44,44,0
RL,72,7758,Pave,No Alley,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0,TA,Gd,CBlock,TA,TA,No Exposure,ALQ,588,Unf,0,411,999,GasA,Gd,Y,SB,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,No Fireplace,D,1963,Unf,1,264,TA,TA,Y,0,132,0,0,0,0,No Pool,No Fence,No Feature,3,2007,Warranty Deed,Normal,132500,4.276666119016055,8.956479847999912,45,6,0
RL,85,6970,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No Exposure,ALQ,932,Unf,0,108,1040,GasA,TA,Y,SB,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,No Fireplace,A,1961,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,No Pool,No Fence,Feature,5,2007,Warranty Deed,Normal,129000,4.442651256490317,8.84937050375457,46,46,0
RL,72,6173,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75,TA,TA,CBlock,TA,TA,No Exposure,GLQ,599,Unf,0,277,876,GasA,TA,Y,SB,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,No Fireplace,A,1967,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,No Pool,MnPrv,No Feature,8,2007,Warranty Deed,Normal,125500,4.276666119016055,8.727940222393896,40,40,0
RL,80,19522,Pave,No Alley,IR1,Bnk,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,727,Unf,0,496,1223,GasA,Gd,Y,SB,1271,1232,0,2503,1,0,2,1,3,1,Gd,7,Typ,1,TA,A,1990,RFn,2,564,TA,TA,Y,0,99,0,0,182,0,No Pool,No Fence,No Feature,2,2007,Warranty Deed,Normal,300000,4.382026634673881,9.879297313734911,17,17,1
RL,80,17542,Pave,No Alley,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,GasA,TA,Y,SB,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,A,1974,RFn,2,518,TA,TA,Y,220,47,0,0,0,0,No Pool,MnPrv,No Feature,7,2007,Warranty Deed,Normal,294000,4.382026634673881,9.772353284511327,33,4,1
RL,44,10751,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44,TA,TA,CBlock,Fa,TA,Gd,ALQ,787,Unf,0,250,1037,GasA,TA,Y,SB,1037,0,0,1037,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,A,1974,RFn,2,431,TA,TA,Y,136,47,0,0,0,0,No Pool,No Fence,No Feature,8,2007,Warranty Deed,Normal,129000,3.784189633918261,9.282754052485227,33,33,0
RL,72,16647,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SB,1701,0,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,BM,1975,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,1,2007,Warranty Deed,Normal,171000,4.276666119016055,9.719985298994011,32,26,0
RL,43,12712,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,6,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,968,Unf,0,76,1044,GasA,TA,Y,SB,1055,0,0,1055,1,0,1,0,2,1,Gd,5,Typ,1,TA,A,1973,RFn,2,542,TA,TA,Y,455,0,0,0,0,0,No Pool,No Fence,No Feature,1,2007,Warranty Deed,Not Normal,147000,3.7612001156935624,9.450301708216552,34,1,0
RL,89,9572,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SB,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,A,1990,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,302000,4.48863636973214,9.166597449028265,17,17,1
RL,85,10678,Pave,No Alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,700,Unf,0,983,1683,GasA,Ex,Y,SB,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,A,1992,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,No Pool,No Fence,No Feature,4,2007,Warranty Deed,Normal,285000,4.442651256490317,9.275940829060131,15,7,1
FV,45,4379,Pave,No Alley,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,851,Unf,0,527,1378,GasA,Ex,Y,SB,1378,0,0,1378,1,0,2,0,2,1,Gd,6,Typ,1,Gd,A,2004,Fin,2,540,TA,TA,Y,160,56,0,0,0,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,214000,3.8066624897703196,8.384575666801398,3,3,0
FV,80,3523,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,60,Unf,0,1081,1141,GasA,Ex,Y,SB,1151,0,0,1151,1,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,A,2006,Fin,2,484,TA,TA,Y,0,60,0,0,0,0,No Pool,No Fence,No Feature,2,2007,New,Normal,166000,4.382026634673881,8.167068178341237,1,0,0
FV,32,3784,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,60,Unf,0,1451,1511,GasA,Ex,Y,SB,1565,0,0,1565,1,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,A,2006,Fin,2,476,TA,TA,Y,0,120,0,0,0,0,No Pool,No Fence,No Feature,2,2007,New,Normal,193800,3.4657359027997265,8.238536930171769,1,0,0
FV,47,4230,Pave,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No Exposure,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SB,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,A,2006,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,No Pool,No Fence,No Feature,4,2007,New,Normal,208900,3.8501476017100584,8.349957272040324,1,0,0
FV,24,2280,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,342,TA,TA,PConc,Gd,TA,No Exposure,GLQ,565,Unf,0,179,744,GasA,Gd,Y,SB,757,744,0,1501,1,0,2,1,3,1,TA,6,Typ,1,TA,D,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,9,2007,Warranty Deed,Normal,176500,3.1780538303479458,7.731930721948486,8,8,1
FV,34,3230,Pave,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,TA,TA,PConc,Gd,TA,No Exposure,GLQ,419,Unf,0,310,729,GasA,Gd,Y,SB,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,D,1999,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,176000,3.5263605246161616,8.080237416216702,8,8,1
FV,72.5,2117,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,420,Unf,0,336,756,GasA,Ex,Y,SB,756,756,0,1512,0,0,2,1,2,1,Gd,4,Typ,1,TA,D,2000,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,168500,4.283586561860629,7.6577552711348655,7,7,1
FV,72.5,2117,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,436,Unf,0,320,756,GasA,Ex,Y,SB,769,756,0,1525,0,0,2,1,3,1,Gd,5,Typ,1,TA,D,2000,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,177000,4.283586561860629,7.6577552711348655,7,7,1
FV,24,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,776,776,GasA,Ex,Y,SB,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,No Fireplace,D,1999,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,No Pool,No Fence,No Feature,11,2007,Warranty Deed,Normal,174000,3.1780538303479458,7.8804263442924,8,7,1
FV,66,7399,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600,Gd,TA,PConc,Gd,TA,No Exposure,BLQ,649,Unf,0,326,975,GasA,Ex,Y,SB,975,975,0,1950,0,0,2,1,3,1,Gd,7,Typ,1,TA,D,1997,RFn,2,576,TA,TA,Y,0,10,0,0,198,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,239000,4.189654742026425,8.90910013492555,10,9,1
FV,72.5,8010,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,964,Unf,0,90,1054,GasA,Ex,Y,SB,1072,976,0,2048,1,0,2,1,3,1,Gd,8,Typ,2,Gd,D,2003,Unf,2,552,TA,TA,Y,0,48,0,0,180,0,No Pool,No Fence,No Feature,8,2007,Warranty Deed,Normal,301000,4.283586561860629,8.988446040062405,4,3,1
FV,106,8413,Pave,No Alley,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901,Unf,0,319,1220,GasA,Ex,Y,SB,1220,1142,0,2362,1,0,2,1,3,1,Gd,8,Typ,2,TA,A,1998,RFn,2,1105,Gd,TA,Y,147,0,36,0,144,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,312500,4.663439094112067,9.037533407550814,9,9,1
RL,50,9466,Pave,No Alley,Mod+ IR,Lvl,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457,ALQ,1037,0,1494,GasA,Ex,Y,SB,1494,0,0,1494,1,0,1,1,1,1,Gd,5,Typ,1,Gd,A,1994,Fin,2,478,TA,TA,Y,0,30,0,0,217,0,No Pool,No Fence,No Feature,5,2007,Warranty Deed,Normal,279700,3.912023005428146,9.155461710466193,13,12,0
RL,80,16157,Pave,No Alley,IR1,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SB,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,A,1978,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,194000,4.382026634673881,9.69010867127683,29,29,0
RL,90,10768,Pave,No Alley,IR1,Lvl,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SB,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,A,1976,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,218000,4.499809670330265,9.284334051884509,31,3,0
RL,40,3840,Pave,No Alley,IR1,Lvl,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,6,1978,1998,Gable,CompShg,Wd Sdng,Plywood,None,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,881,LwQ,176,0,1057,GasA,TA,Y,SB,1295,0,0,1295,1,0,1,0,1,1,Gd,4,Typ,2,TA,A,1978,Fin,2,571,TA,TA,Y,133,89,0,0,0,0,No Pool,No Fence,No Feature,7,2007,Warranty Deed,Normal,213750,3.6888794541139363,8.253227645581772,29,9,0
RL,80,9600,Pave,No Alley,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,TA,TA,No Exposure,Unf,0,Unf,0,528,528,GasA,Ex,Y,SB,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,A,1976,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,No Pool,No Fence,No Feature,8,2007,Warranty Deed,Normal,187000,4.382026634673881,9.169518377455928,31,13,1
FV,72.5,7050,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,738,Unf,0,319,1057,GasA,Ex,Y,SB,1057,872,0,1929,1,0,2,1,3,1,Gd,7,Typ,1,TA,A,2001,Fin,2,650,TA,TA,Y,0,235,0,0,0,0,No Pool,No Fence,No Feature,5,2007,Warranty Deed,Normal,226000,4.283586561860629,8.860782895806315,6,6,1
RL,78,11700,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41,TA,TA,CBlock,TA,TA,No Exposure,Unf,0,Unf,0,912,912,GasA,Ex,Y,SB,1152,0,0,1152,1,0,1,1,3,1,TA,7,Typ,0,No Fireplace,A,1968,RFn,2,412,TA,TA,Y,0,126,0,0,0,0,No Pool,No Fence,No Feature,9,2007,Warranty Deed,Normal,143450,4.356708826689592,9.367344120785848,39,39,0
RL,80,8000,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525,TA,TA,CBlock,TA,TA,No Exposure,Rec,915,Unf,0,93,1008,GasA,TA,Y,SB,1403,1008,0,2411,1,0,2,1,4,1,TA,8,Typ,1,Po,A,1970,RFn,2,570,TA,TA,Y,0,192,0,0,0,0,No Pool,No Fence,No Feature,6,2007,Warranty Deed,Normal,240050,4.382026634673881,8.987196820661973,37,37,1
RL,80,8723,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,BLQ,973,Unf,0,0,973,GasA,Ex,Y,SB,1082,0,0,1082,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,A,1969,Unf,2,480,TA,TA,Y,160,0,0,0,0,0,No Pool,No Fence,No Feature,1,2007,Warranty Deed,Normal,162500,4.382026634673881,9.07371849443322,38,38,0
RL,130,11700,Pave,No Alley,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,196,TA,TA,PConc,Gd,TA,No Exposure,ALQ,910,Unf,0,385,1295,GasA,Fa,Y,SB,1295,0,0,1295,1,0,1,1,3,1,TA,6,Typ,0,No Fireplace,A,1968,Fin,2,528,TA,TA,Y,0,194,0,0,200,0,No Pool,No Fence,No Feature,4,2007,Warranty Deed,Normal,164000,4.867534450455582,9.367344120785848,39,39,0
